M_CLIENT_NAME,M_TIMESTAMP,S_SPEED_X,S_SPEED_Y,S_SPEED_Z,S_RPM,S_GEAR,S_ANGLE,S_Z,S_DAMAGE,S_TRACK_POSITION,S_RACE_POSITION,S_DISTANCE_RACED,S_DISTANCE_FROM_START,S_CURRENT_LAPTIME,S_LAST_LAPTIME,A_ACCELERATION,A_BRAKE,A_GEAR,A_STEER,A_CLUTCH
SCR-CLIENT-CPP,+,13.4322,0.581138,0.803499,1741,1,-0.065198,0.344533,0,-0.305467,1,1.51929,2564.040039,1.044,0,1,0,1,0.238829,0
SCR-CLIENT-CPP,+,13.7639,0.571753,0.82525,1794,1,-0.067593,0.344534,0,-0.303825,1,1.59448,2564.120117,1.064,0,1,0,1,0.230055,0
SCR-CLIENT-CPP,+,14.1144,0.566237,0.846716,1843,1,-0.070043,0.344534,0,-0.302122,1,1.67163,2564.199951,1.084,0,1,0,1,0.221046,0
SCR-CLIENT-CPP,+,14.5088,0.558789,0.868647,1893,1,-0.072434,0.344528,0,-0.300358,1,1.75098,2564.27002,1.104,0,1,0,1,0.212117,0
SCR-CLIENT-CPP,+,14.9194,0.556011,0.890365,1941,1,-0.074816,0.344524,0,-0.298552,1,1.83252,2564.360107,1.124,0,1,0,1,0.203155,0
SCR-CLIENT-CPP,+,15.3119,0.544629,0.912522,1992,1,-0.077114,0.344517,0,-0.296678,1,1.91577,2564.439941,1.144,0,1,0,1,0.194327,0
SCR-CLIENT-CPP,+,15.6698,0.532468,0.934636,2033,1,-0.079409,0.344509,0,-0.294744,1,2.00146,2564.530029,1.164,0,1,0,1,0.185428,0
SCR-CLIENT-CPP,+,16.026501,0.517784,0.957425,2086,1,-0.081603,0.3445,0,-0.292748,1,2.08887,2564.610107,1.184,0,1,0,1,0.17672,0
SCR-CLIENT-CPP,+,16.386499,0.505203,0.980006,2134,1,-0.083798,0.344492,0,-0.290691,1,2.17871,2564.699951,1.204,0,1,0,1,0.167926,0
SCR-CLIENT-CPP,+,16.7764,0.49181,1.00306,2191,1,-0.0859,0.344478,0,-0.288586,1,2.27051,2564.790039,1.224,0,1,0,1,0.159318,0
SCR-CLIENT-CPP,+,17.209299,0.480301,1.02686,2242,1,-0.087992,0.344461,0,-0.286413,1,2.3645,2564.889893,1.244,0,1,0,1,0.150645,0
SCR-CLIENT-CPP,+,17.6646,0.466822,1.05106,2288,1,-0.089975,0.344441,0,-0.284179,1,2.46094,2564.97998,1.264,0,1,0,1,0.142186,0
SCR-CLIENT-CPP,+,18.1078,0.453098,1.07616,2335,1,-0.09192,0.344418,0,-0.281878,1,2.55957,2565.080078,1.284,0,1,0,1,0.133743,0
SCR-CLIENT-CPP,+,18.5289,0.435581,1.10215,2397,1,-0.093755,0.344393,0,-0.27951,1,2.66064,2565.179932,1.304,0,1,0,1,0.125506,0
SCR-CLIENT-CPP,+,18.958799,0.419048,1.12864,2422,1,-0.095557,0.344366,0,-0.277081,1,2.76416,2565.290039,1.324,0,1,0,1,0.117275,0
SCR-CLIENT-CPP,+,19.384001,0.399959,1.15582,2474,1,-0.097246,0.34434,0,-0.274585,1,2.87012,2565.389893,1.344,0,1,0,1,0.109262,0
SCR-CLIENT-CPP,+,19.8235,0.381779,1.18364,2583,1,-0.098897,0.344317,0,-0.272022,1,2.97852,2565.5,1.364,0,1,0,1,0.10126,0
SCR-CLIENT-CPP,+,20.329599,0.364954,1.21193,2539,1,-0.100426,0.344288,0,-0.269379,1,3.08984,2565.610107,1.384,0,1,0,1,0.093484,0
SCR-CLIENT-CPP,+,20.8575,0.346127,1.24007,2517,1,-0.101915,0.344269,0,-0.266682,1,3.20337,2565.72998,1.404,0,1,0,1,0.085742,0
SCR-CLIENT-CPP,+,21.333799,0.326625,1.27,2682,1,-0.103281,0.344236,0,-0.263905,1,3.32007,2565.840088,1.424,0,1,0,1,0.078226,0
SCR-CLIENT-CPP,+,21.8932,0.306184,1.29946,2592,1,-0.104584,0.344213,0,-0.261073,1,3.43896,2565.959961,1.444,0,1,0,1,0.070808,0
SCR-CLIENT-CPP,+,22.3451,0.284686,1.32996,2804,1,-0.10577,0.344188,0,-0.258168,1,3.56104,2566.080078,1.464,0,1,0,1,0.063609,0
SCR-CLIENT-CPP,+,22.8869,0.262448,1.36053,2732,1,-0.106885,0.344162,0,-0.255202,1,3.68579,2566.209961,1.484,0,1,0,1,0.056521,0
SCR-CLIENT-CPP,+,23.3692,0.239822,1.39261,2835,1,-0.107883,0.344131,0,-0.252169,1,3.81348,2566.340088,1.504,0,1,0,1,0.04966,0
SCR-CLIENT-CPP,+,23.887199,0.216957,1.42471,2894,1,-0.108792,0.344103,0,-0.249074,1,3.94409,2566.469971,1.524,0,1,0,1,0.042958,0
SCR-CLIENT-CPP,+,24.426901,0.193814,1.45739,2967,1,-0.109607,0.344073,0,-0.245913,1,4.07788,2566.600098,1.544,0,1,0,1,0.036422,0
SCR-CLIENT-CPP,+,24.992901,0.171036,1.49029,3049,1,-0.110317,0.344048,0,-0.242703,1,4.21436,2566.73999,1.564,0,1,0,1,0.030106,0
SCR-CLIENT-CPP,+,25.592199,0.147435,1.52392,3090,1,-0.110942,0.344019,0,-0.239432,1,4.35425,2566.879883,1.584,0,1,0,1,0.023939,0
SCR-CLIENT-CPP,+,26.1922,0.123396,1.55821,3165,1,-0.111452,0.343987,0,-0.236093,1,4.49707,2567.02002,1.604,0,1,0,1,0.017992,0
SCR-CLIENT-CPP,+,26.7943,0.099309,1.59359,3239,1,-0.111859,0.343951,0,-0.232694,1,4.64331,2567.169922,1.624,0,1,0,1,0.012245,0
SCR-CLIENT-CPP,+,27.396,0.075117,1.6297,3317,1,-0.112164,0.343916,0,-0.229233,1,4.79297,2567.320068,1.644,0,1,0,1,0.006691,0
SCR-CLIENT-CPP,+,28.000601,0.050913,1.66642,3398,1,-0.11236,0.343881,0,-0.225718,1,4.9458,2567.469971,1.664,0,1,0,1,0.001361,0
SCR-CLIENT-CPP,+,28.6136,0.026896,1.70416,3481,1,-0.112447,0.34384,0,-0.222148,1,5.10229,2567.629883,1.684,0,1,0,1,-0.003746,0
SCR-CLIENT-CPP,+,29.2418,0.00321,1.74249,3567,1,-0.112424,0.343802,0,-0.218523,1,5.26221,2567.790039,1.704,0,1,0,1,-0.008628,0
SCR-CLIENT-CPP,+,29.888599,-0.020092,1.78162,3654,1,-0.112289,0.343761,0,-0.214849,1,5.42554,2567.949951,1.724,0,1,0,1,-0.013272,0
SCR-CLIENT-CPP,+,30.554501,-0.042929,1.82163,3744,1,-0.112044,0.34372,0,-0.211126,1,5.59277,2568.120117,1.744,0,1,0,1,-0.017683,0
SCR-CLIENT-CPP,+,31.2376,-0.065221,1.86229,3837,1,-0.111687,0.34368,0,-0.207342,1,5.76367,2568.290039,1.764,0,1,0,1,-0.021871,0
SCR-CLIENT-CPP,+,31.934999,-0.086863,1.90338,3934,1,-0.111218,0.343641,0,-0.203521,1,5.93823,2568.459961,1.784,0,1,0,1,-0.025804,0
SCR-CLIENT-CPP,+,32.644798,-0.10763,1.9454,4033,1,-0.110635,0.343599,0,-0.199658,1,6.11694,2568.639893,1.804,0,1,0,1,-0.029483,0
SCR-CLIENT-CPP,+,33.3666,-0.127336,1.98842,4137,1,-0.109942,0.343553,0,-0.195752,1,6.29932,2568.820068,1.824,0,1,0,1,-0.032921,0
SCR-CLIENT-CPP,+,34.101601,-0.145931,2.03242,4244,1,-0.10914,0.343506,0,-0.191791,1,6.48584,2569.01001,1.844,0,1,0,1,-0.036136,0
SCR-CLIENT-CPP,+,34.848801,-0.160083,2.02667,4353,1,-0.108252,0.343346,0,-0.187806,1,6.67651,2569.199951,1.864,0,1,0,1,-0.039149,0
SCR-CLIENT-CPP,+,35.608501,-0.16979,1.94218,4469,1,-0.107359,0.342657,0,-0.183778,1,6.87158,2569.399902,1.884,0,1,0,1,-0.042208,0
SCR-CLIENT-CPP,+,36.383701,-0.18354,1.86339,4583,1,-0.10644,0.341208,0,-0.179689,1,7.07056,2569.590088,1.904,0,1,0,1,-0.045279,0
SCR-CLIENT-CPP,+,37.164299,-0.202691,1.8142,4694,1,-0.105421,0.33915,0,-0.175588,1,7.27417,2569.800049,1.924,0,1,0,1,-0.048093,0
SCR-CLIENT-CPP,+,37.962601,-0.223243,1.79772,4833,1,-0.104274,0.336654,0,-0.171438,1,7.48193,2570.01001,1.944,0,1,0,1,-0.050625,0
SCR-CLIENT-CPP,+,38.7785,-0.241646,1.81163,4973,1,-0.10297,0.333889,0,-0.167288,1,7.69434,2570.219971,1.964,0,1,0,1,-0.052728,0
